index,C00,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99
27,23.7723,30.8212,27.2367,34.0315,31.9410,35.7669,30.4719,32.1053,24.2849,33.6812,35.5843,33.8909,26.0730,42.5326,28.1683,34.5321,21.3816,26.5152,29.5889,33.2579,26.4291,39.1524,30.5255,32.5681,28.6437,27.1617,30.0643,29.8169,33.3145,23.3056,29.4437,37.3725,33.6639,36.2797,31.3758,31.9156,31.3279,28.8691,22.1269,32.3781,33.7130,36.9742,25.1225,36.2851,31.2249,30.2642,32.0596,31.1176,34.6053,30.9593,22.5419,27.0258,31.9171,29.4621,32.3789,26.9454,42.8442,28.5445,29.2286,32.9525,26.3637,29.1300,30.4123,36.4545,28.1851,35.8934,29.6109,26.5689,33.6930,33.6422,27.9153,28.7480,41.6388,35.4136,33.8297,44.5808,16.8575,30.1779,18.4896,34.8098,27.1069,30.0753,26.9462,31.3212,28.9510,34.3905,29.0883,32.2220,28.6072,32.8851,34.0776,29.5887,29.2150,27.8923,30.4549,35.8563,25.1504,41.0008,25.8754,31.4823
28,23.9316,30.5670,27.5367,34.0280,32.2053,35.6250,30.7671,32.0515,24.4644,33.9216,35.2966,33.9760,26.3437,42.4033,28.3390,34.7788,21.5208,26.7809,29.6881,33.5410,26.7133,39.0561,30.3285,32.7943,28.5847,27.4559,30.0686,29.5169,33.1879,23.5776,29.6671,37.1722,33.7740,36.0007,31.1159,31.7657,31.1819,28.6070,21.9814,32.6405,33.4414,37.1016,24.8853,36.1014,30.9927,30.4543,31.9223,31.3844,34.3116,30.8981,22.6977,27.2821,31.6820,29.6484,32.3052,27.2362,42.8792,28.8425,29.3583,32.6820,26.4438,29.4191,30.1324,36.3464,28.3966,36.1062,29.5486,26.8623,33.5172,33.3991,27.8533,29.0415,41.5546,35.1256,34.1276,44.5460,16.9787,30.4523,18.5935,34.5283,27.0859,30.3746,26.9208,31.6202,29.0949,34.1273,28.8467,32.3999,28.6154,33.1850,33.7877,29.6659,28.9151,27.9007,30.1668,35.9397,24.9500,40.7776,25.5909,31.5776
29,24.1124,30.3277,27.8358,34.0507,32.4562,35.4605,31.0564,31.9721,24.6641,34.1455,35.0175,34.0860,26.6021,42.2509,28.4876,35.0394,21.6826,27.0335,29.8032,33.8181,26.9879,38.9354,30.1518,33.0368,28.5004,27.7438,30.0468,29.2177,33.0818,23.8582,29.9071,36.9922,33.8594,35.7131,30.8701,31.5937,31.0137,28.3586,21.8594,32.9145,33.1597,37.2048,24.6331,35.9390,30.7781,30.6639,31.8089,31.6621,34.0137,30.8627,22.8754,27.5238,31.4640,29.8545,32.2572,27.5323,42.8881,29.1423,29.4639,32.4012,26.4985,29.7141,29.8630,36.2144,28.6258,36.2998,29.4609,27.1492,33.3209,33.1723,27.7930,29.3354,41.4457,34.8461,34.4215,44.4854,17.1233,30.7152,18.7216,34.2570,27.0389,30.6709,26.8694,31.9157,29.2612,33.8776,28.5905,32.5560,28.5975,33.4845,33.4922,29.7176,28.6171,27.9352,29.8724,35.9977,24.7698,40.5377,25.3158,31.6973
30,24.3135,30.1050,28.1318,34.0994,32.6918,35.2748,31.3515,31.9183,24.8826,34.3511,34.7299,34.1711,26.8463,42.0766,28.6583,35.2861,21.8658,27.2710,29.9419,34.0840,27.2510,38.7912,29.9970,33.2938,28.3912,28.0232,29.9990,28.9215,33.0005,24.1470,30.1618,36.8338,33.9194,35.4191,30.6103,31.4437,30.8244,28.1259,21.7617,33.1982,32.8700,37.2830,24.3676,35.7992,30.5460,30.8539,31.7201,31.9486,33.7139,30.8534,23.0494,27.7682,31.2647,30.0788,32.1835,27.8231,42.8708,29.4418,29.5510,32.1141,26.5273,30.0127,29.5831,36.1064,28.8709,36.4726,29.3485,27.4274,33.1055,32.9634,27.7347,29.6296,41.3128,34.5771,34.7089,44.3994,17.2903,30.9644,18.8728,33.9979,26.9662,30.9619,26.7924,32.2057,29.4487,33.6433,28.3217,32.6892,28.5535,33.7812,33.2023,29.7948,28.3232,27.9955,29.5742,36.0298,24.6111,40.2831,25.0522,31.8405
31,24.5331,29.9007,28.4225,34.1737,32.9103,35.0693,31.6502,31.8904,25.1181,34.5369,34.4359,34.2309,27.0743,41.8816,28.8499,35.5169,22.0642,27.4961,30.0570,34.3611,27.5005,38.6247,29.8204,33.5363,28.3069,28.3111,29.9255,28.6307,32.9447,24.4417,30.4294,36.6981,33.9536,35.1211,30.3384,31.3170,30.6155,27.9105,21.6891,33.4892,32.5747,37.3357,24.0910,35.6831,30.2982,31.0230,31.6566,32.2419,33.4144,30.8703,23.2440,27.9965,31.0687,30.3059,32.0848,28.1064,42.8275,29.7387,29.6628,31.8357,26.5299,30.3127,29.3137,35.9744,29.1001,36.6662,29.2608,27.7143,32.8728,32.7741,27.6830,29.9251,41.1571,34.3208,34.9877,44.2886,17.4783,31.1981,19.0460,33.7530,26.8685,31.2456,26.6904,32.4878,29.6150,33.3937,28.0655,32.8453,28.4838,34.0730,32.9203,29.8969,28.0252,28.0300,29.2742,36.0358,24.4753,40.0156,24.8021,32.0062
32,24.7698,29.7163,28.7056,34.2730,33.1101,34.8455,31.9453,31.8365,25.3690,34.7014,34.1378,34.2648,27.2844,41.6675,29.0206,35.7636,22.2422,27.7376,30.1475,34.6471,27.7346,38.4370,29.6656,33.7933,28.2479,28.6053,29.8269,28.3473,32.8881,24.7364,30.6842,36.5397,33.9616,34.8212,30.0785,31.1671,30.4262,27.6778,21.6421,33.7855,32.2759,37.3625,23.8053,35.5916,30.0366,31.1699,31.6189,32.5395,33.1174,30.9133,23.4325,28.2299,30.8536,30.5150,31.9617,28.3800,42.7584,30.0306,29.7499,31.5486,26.5064,30.6118,29.0569,35.8194,29.3116,36.8790,29.1984,28.0077,32.6244,32.6058,27.6057,30.2150,40.9795,34.0789,35.2558,44.1540,17.6861,31.4146,19.2399,33.5241,26.7958,31.5366,26.5643,32.7600,29.7589,33.1305,27.8239,33.0231,28.4398,34.3698,32.6482,30.0233,27.7253,28.0384,28.9759,36.0679,24.3633,39.7373,24.5674,32.1930
33,25.0216,29.5533,28.9962,34.3473,33.2897,34.6051,32.2346,31.7572,25.6332,34.8435,33.8379,34.2726,27.4751,41.4359,29.2122,35.9945,22.4381,27.9648,30.2626,34.9242,27.9514,38.2296,29.4890,34.0358,28.2148,28.9034,29.7041,28.0736,32.8447,25.0332,30.9242,36.3597,33.9958,34.5231,29.8327,30.9950,30.2579,27.4294,21.6211,34.0848,31.9759,37.3631,23.5127,35.5253,29.7632,31.2934,31.5554,32.8327,32.8254,30.9819,23.6311,28.4548,30.6211,30.7046,31.8153,28.6419,42.6642,30.3155,29.8117,31.2551,26.4569,30.9077,28.8145,35.6426,29.5037,37.1095,29.1107,28.2946,32.3624,32.4598,27.5541,30.5105,40.7816,33.8535,35.5111,43.9966,17.9119,31.6121,19.4530,33.3129,26.7488,31.8329,26.4300,33.0283,29.8794,32.8557,27.5988,33.2214,28.3702,34.6616,32.3881,30.1729,27.4258,28.0206,28.6816,36.1259,24.2759,39.4503,24.3498,32.3996
34,25.2867,29.4128,29.2793,34.4466,33.4475,34.3500,32.5159,31.6529,25.9088,34.9620,33.5385,34.2543,27.6449,41.1886,29.4232,36.2078,22.6530,28.1741,30.4014,35.1901,28.1493,38.0042,29.3342,34.2928,28.2078,29.2034,29.6055,27.7903,32.7757,25.3251,31.1475,36.1594,34.0558,34.2292,29.6029,30.8022,30.1119,27.1674,21.6263,34.3848,31.6770,37.3375,23.2155,35.4847,29.5016,31.4403,31.4666,33.1192,32.5405,31.0758,23.8093,28.6961,30.4061,30.9138,31.6466,28.8899,42.5455,30.5910,29.8988,30.9680,26.3818,31.1981,28.5885,35.4454,29.7151,37.3223,28.9983,28.5727,32.1140,32.2915,27.5283,30.8094,40.5647,33.6462,35.7518,43.8175,18.1540,31.7892,19.6837,33.1211,26.7278,32.1322,26.2728,33.2838,30.0233,32.5925,27.3917,33.4385,28.2753,34.9462,32.1161,30.2993,27.1260,28.0289,28.3934,36.2093,24.2139,39.1568,24.1511,32.6243
35,25.5630,29.2959,29.5526,34.5703,33.5826,34.0822,32.8053,31.5735,26.1730,35.1040,33.2418,34.2099,27.7925,40.9274,29.6147,36.4386,22.8725,28.3786,30.5628,35.4430,28.3661,37.7968,29.1576,34.5353,28.2270,29.5027,29.4827,27.5166,32.6814,25.6099,31.3526,35.9405,34.1412,33.9416,29.3849,30.5961,29.9893,26.8936,21.6577,34.6831,31.3815,37.2860,22.9229,35.4184,29.2538,31.6094,31.3531,33.3969,32.2648,31.1941,23.9659,28.9520,30.2100,31.1409,31.4570,29.1224,42.4033,30.8551,30.0106,30.6896,26.2817,31.4809,28.3805,35.2292,29.9443,37.5158,28.8621,28.8401,31.8520,32.1455,27.5288,31.1094,40.3306,33.4586,35.9759,43.6181,18.4107,31.9445,19.9302,32.9502,26.7330,32.4321,26.0940,33.5247,30.1896,32.3428,27.2044,33.6728,28.1560,35.2215,31.8340,30.4014,26.8279,28.0634,28.1136,36.3176,24.1778,38.8590,23.9727,32.8655
36,25.8484,29.2036,29.8357,34.6696,33.6938,33.8035,33.1004,31.5197,26.4239,35.2685,32.9423,34.1916,27.9168,40.6543,29.8257,36.6519,23.0813,28.5940,30.7016,35.7090,28.5863,37.5931,28.9605,34.7615,28.2200,29.8027,29.3364,27.2546,32.5627,25.8855,31.5760,35.7402,34.2513,33.6625,29.1498,30.4097,29.8911,26.6101,21.7149,34.9776,31.0915,37.2090,22.6372,35.3268,29.0217,31.7995,31.2159,33.6637,32.0005,31.3360,24.0995,29.2206,30.0345,31.3842,31.2478,29.3374,42.2386,31.1058,30.1463,30.4220,26.1760,31.7617,28.1921,34.9957,30.1895,37.6887,28.7498,29.1182,31.5782,32.0228,27.5553,31.4083,40.0811,33.2921,36.1819,43.3999,18.6799,32.0769,20.1907,32.8014,26.7642,32.7305,25.9368,33.7802,30.3770,32.1086,27.0382,33.9225,28.0132,35.4853,31.5441,30.4786,26.5341,28.1237,27.8443,36.4497,24.1677,38.5592,23.8161,33.1214
37,26.1408,29.1365,30.1264,34.7439,33.7803,33.5163,33.3991,31.4918,26.6881,35.4106,32.6424,34.1994,28.0167,40.3715,30.0545,36.8460,23.2706,28.8267,30.8166,35.9860,28.8012,37.3837,28.7445,34.9696,28.1869,30.1008,29.1679,27.0065,32.4274,26.1532,31.8160,35.5602,34.3853,33.3941,28.8994,30.2446,29.8179,26.3192,21.7462,35.2760,30.8094,37.1070,22.3446,35.2605,28.8070,32.0090,31.0560,33.9175,31.7495,31.5004,24.2092,29.4998,29.8385,31.6113,31.0206,29.5334,42.0526,31.3413,30.3047,30.1673,26.0952,32.0506,27.9859,34.7778,30.4488,37.8395,28.6621,29.4051,31.2947,31.9246,27.6078,31.7036,39.8180,33.1479,36.3680,43.1646,18.9596,32.1852,20.4632,32.6759,26.8214,33.0250,25.8025,34.0485,30.5842,31.8916,26.8944,34.1858,27.8479,35.7357,31.2486,30.5303,26.2466,28.2094,27.5876,36.6049,24.1838,38.2596,23.6823,33.3899
38,26.4380,29.0951,30.4224,34.7926,33.8414,33.2226,33.6991,31.4900,26.9638,35.5291,32.3428,34.1848,28.0917,40.0810,30.2654,37.0593,23.4559,29.0627,30.9554,36.2520,29.0335,37.1939,28.5474,35.1958,28.1280,30.3950,28.9784,26.7739,32.2693,26.4082,32.0394,35.3599,34.5422,33.1385,28.6355,30.1019,29.7703,26.0230,21.7514,35.5759,30.5372,36.9807,22.0589,35.1690,28.6114,32.2365,30.8745,34.1564,31.4852,31.6423,24.2942,29.7875,29.6234,31.8204,30.7773,29.7088,41.8469,31.5596,30.4404,29.8997,26.0398,32.3454,27.7994,34.5428,30.6940,38.0124,28.5497,29.6833,31.0038,31.8513,27.6859,31.9933,39.5433,33.0273,36.5328,42.9140,19.2478,32.2688,20.7456,32.5746,26.9040,33.3134,25.6921,34.3274,30.8095,31.6934,26.7741,34.4607,27.7051,35.9995,30.9587,30.6075,25.9527,28.2698,27.3453,36.7819,24.2259,37.9626,23.5657,33.6663
39,26.7376,29.0798,30.7130,34.8669,33.8767,32.9246,33.9981,31.5144,27.2486,35.6231,32.0430,34.1963,28.1796,39.7942,30.4570,37.2902,23.6199,29.3139,31.1169,36.5049,29.2815,37.0250,28.3708,35.4383,28.0436,30.6829,28.7693,26.5587,32.0896,26.6484,32.2444,35.1410,34.7208,32.8974,28.3851,29.9367,29.6971,25.7320,21.7304,35.8752,30.2551,36.8787,21.7823,35.0529,28.4364,32.4802,30.6729,34.3786,31.2343,31.8067,24.3537,30.0816,29.4274,32.0475,30.5195,29.8623,41.6229,31.7591,30.5522,29.6213,26.0104,32.6440,27.5931,34.3250,30.9533,38.1632,28.4135,29.9506,30.7076,31.8038,27.7384,32.2887,39.2592,32.9310,36.6753,42.6499,19.5409,32.3326,21.0357,32.4983,27.0115,33.5935,25.6064,34.6149,31.0166,31.4764,26.6782,34.7449,27.5858,36.2747,30.6766,30.7097,25.6547,28.3043,27.1194,36.9792,24.2938,37.6703,23.4736,33.9518
40,27.0374,29.0907,30.9961,34.9662,33.8859,32.6248,34.2938,31.5647,27.5406,35.6919,31.7434,34.1816,28.2922,39.5161,30.6277,37.5368,23.7615,29.5784,31.2997,36.7427,29.5138,36.8352,28.2160,35.6953,27.9344,30.9623,28.5423,26.3626,31.8897,26.8721,32.4678,34.9407,34.9198,32.6729,28.1500,29.7503,29.5988,25.4486,21.7057,36.1742,29.9830,36.7525,21.5169,34.9131,28.2833,32.7381,30.4527,34.5824,30.9986,31.9924,24.3874,30.3797,29.2519,32.2908,30.2494,29.9928,41.3823,31.9384,30.6393,29.3342,26.0071,32.9440,27.3687,34.1259,31.2248,38.2909,28.3011,30.2287,30.4084,31.7822,27.7650,32.5875,38.9677,32.8599,36.7941,42.3745,19.8385,32.3706,21.3314,32.4476,27.0941,33.8819,25.5462,34.9088,31.2102,31.2473,26.6074,35.0365,27.4910,36.5594,30.3867,30.7869,25.3608,28.3646,26.9115,37.1956,24.3869,37.3851,23.4068,34.2443
41,27.3351,29.1277,31.2695,35.0898,33.8689,32.3253,34.5841,31.6407,27.8375,35.7350,31.4436,34.1932,28.4253,39.2473,30.7763,37.7975,23.8794,29.8543,31.4611,36.9956,29.7286,36.6259,28.0842,35.9648,27.8035,31.2322,28.2991,26.1870,31.6889,27.0950,32.6729,34.7218,35.0984,32.4318,27.9320,29.5442,29.4762,25.1748,21.7072,36.4742,29.7229,36.6030,21.2646,34.7507,28.1533,33.0085,30.2156,34.7661,30.7800,32.1978,24.3950,30.6796,29.0983,32.5485,29.9689,30.0993,41.1271,32.0960,30.7511,29.0559,26.0299,33.2431,27.1624,33.9081,31.4841,38.4418,28.2134,30.5156,30.1084,31.7868,27.7654,32.8875,38.6712,32.8145,36.8885,42.0897,20.1316,32.4343,21.6304,32.4228,27.1512,34.1764,25.5117,35.2068,31.4231,31.0359,26.5624,35.3331,27.4213,36.8512,30.0912,30.8385,25.0733,28.4503,26.7141,37.4214,24.5045,37.1091,23.3162,34.5303
42,27.6349,29.1385,31.5310,35.2368,33.8259,32.0284,34.8798,31.6910,28.1370,35.7521,31.1439,34.1785,28.5547,38.9766,30.9016,38.0700,23.9728,30.1393,31.5999,37.2615,29.9609,36.4360,27.9763,36.2447,27.6558,31.4933,28.0414,26.0333,31.4874,27.3172,32.8581,34.4858,35.2973,32.2073,27.7329,29.3199,29.3302,24.9127,21.7348,36.7729,29.4768,36.4314,21.0275,34.5670,28.0473,33.2892,29.9954,34.9699,30.5802,32.4216,24.4287,30.9777,28.9677,32.8186,29.6802,30.1809,40.8590,32.2308,30.8382,28.7688,26.0788,33.5391,26.9759,33.6731,31.7293,38.6146,28.1510,30.8091,29.8100,31.8175,27.7397,33.1864,38.3718,32.7950,36.9578,41.7978,20.4264,32.4899,21.9304,32.4242,27.1825,34.4748,25.5034,35.5067,31.6535,30.8438,26.5433,35.6324,27.3773,37.1479,29.8013,30.9157,24.7944,28.5607,26.4976,37.6292,24.6457,36.8444,23.2257,34.8163
43,27.9345,29.1232,31.7787,35.4060,33.7572,31.7363,35.1788,31.7154,28.4369,35.7430,30.8442,34.1901,28.6600,38.6957,31.0027,38.3525,24.0410,30.4315,31.7150,37.5386,30.2089,36.2672,27.8877,36.5313,27.4858,31.7406,27.7714,25.9026,31.2795,27.5335,33.0220,34.2345,35.5150,32.0009,27.5149,29.1137,29.1619,24.6644,21.7883,37.0681,29.2167,36.2820,20.8072,34.3633,27.9662,33.5780,29.7938,35.1921,30.4006,32.6619,24.4883,31.2717,28.8612,33.0991,29.3855,30.2371,40.5803,32.3417,30.9000,28.4752,26.1016,33.8382,26.8107,33.4227,31.9797,38.7798,28.1145,31.1068,29.5154,31.8741,27.6880,33.4819,38.0719,32.8018,37.0013,41.5010,20.7212,32.5457,22.2291,32.4517,27.2397,34.7693,25.5212,35.8062,31.8999,30.6726,26.5504,35.9324,27.3077,37.4397,29.5192,31.0179,24.5261,28.6950,26.2639,37.8173,24.8094,36.5931,23.1604,35.1091
44,28.2344,29.1317,32.0107,35.5962,33.6633,31.4514,35.4788,31.7136,28.7348,35.7078,30.5465,34.2277,28.7894,38.4250,31.1280,38.6251,24.0835,30.7285,31.8055,37.8246,30.4707,36.1206,27.7744,36.8091,27.2950,31.9721,27.4910,25.7960,31.0579,27.7357,33.1635,33.9699,35.7499,31.8143,27.2798,28.9273,28.9726,24.4316,21.8673,37.3575,28.9445,36.1557,20.6056,34.1412,27.9105,33.8728,29.6124,35.4310,30.2426,32.9169,24.5732,31.5594,28.7795,33.3877,29.0871,30.2673,40.2929,32.4279,30.9359,28.1774,26.0983,34.1382,26.6678,33.1589,32.2436,38.9226,28.1040,31.4066,29.2268,31.9561,27.6107,33.7718,37.7720,32.7928,37.0188,41.2015,21.0100,32.6270,22.5279,32.4788,27.3223,35.0577,25.5651,36.1030,32.1602,30.5235,26.5314,36.2318,27.2128,37.7243,29.2471,31.1443,24.2706,28.8522,26.0147,37.9843,24.9944,36.3569,23.1210,35.4065
45,28.5324,29.1663,32.2253,35.8058,33.5449,31.1758,35.7775,31.6857,29.0286,35.6467,30.2533,34.2911,28.8947,38.1441,31.2290,38.9076,24.1000,31.0280,31.8707,38.1174,30.7442,35.9974,27.6857,37.0957,27.0848,32.1861,27.2024,25.7142,30.8195,27.9178,33.2813,33.6941,36.0002,31.6489,27.0294,28.7622,28.7638,24.2163,21.9713,37.6389,28.6624,36.0537,20.4241,33.9023,27.8808,34.1713,29.4524,35.6848,30.1075,33.1848,24.6829,31.8386,28.7233,33.6824,28.7871,30.2714,39.9992,32.4887,30.9458,27.8775,26.1212,34.4373,26.5485,32.8836,32.5189,39.0418,28.1197,31.7062,28.9465,32.0630,27.5085,34.0538,37.4724,32.7768,37.0101,40.9016,21.2973,32.7132,22.8269,32.5035,27.4297,35.3378,25.6346,36.3948,32.4325,30.3976,26.5385,36.5317,27.0935,37.9996,28.9871,31.2939,24.0298,29.0311,25.7519,38.1289,25.1581,36.1055,23.1075,35.7062
46,28.8262,29.2267,32.4573,35.9960,33.4029,30.9115,36.0775,31.6839,29.3158,35.5603,29.9667,34.3798,28.9903,37.8598,31.3051,39.1978,24.0902,31.3279,31.9101,38.4148,31.0274,35.8984,27.6223,37.3889,26.8567,32.3809,26.9077,25.6578,30.5661,28.0785,33.3746,33.4089,36.2639,31.5059,26.7943,28.5758,28.5370,24.0199,22.0994,37.9102,28.3724,35.9767,20.2641,33.6485,27.8772,34.4713,29.3152,35.9515,29.9962,33.4634,24.8165,32.1072,28.6930,33.9809,28.4886,30.3017,39.7012,32.5237,30.9817,27.5797,26.1700,34.7333,26.4057,32.6198,32.8035,39.1366,28.1093,32.0060,28.6766,32.1940,27.3821,34.3259,37.1733,32.7541,36.9753,40.6037,21.5854,32.7969,23.1257,32.5303,27.5612,35.6075,25.6785,36.6916,32.7148,30.2960,26.5717,36.8298,26.9507,38.2634,28.7150,31.4202,23.8054,29.2303,25.4775,38.2502,25.2993,35.8408,23.1203,36.0059
47,29.1137,29.3125,32.6719,36.2057,33.2845,30.6358,36.3765,31.7083,29.5945,35.4492,29.6890,34.4932,29.0609,37.5682,31.3556,39.4935,24.1067,31.6274,31.9754,38.7077,31.3009,35.7752,27.5848,37.6866,26.6464,32.5949,26.6093,25.6274,30.3277,28.2606,33.4427,33.1168,36.5142,31.3405,26.5438,28.4107,28.2939,23.8441,22.2507,38.1692,28.0769,35.9252,20.1268,33.3818,27.8997,34.7704,29.2017,36.2293,29.8611,33.7312,24.9731,32.3632,28.6888,34.2808,28.1939,30.3578,39.4054,32.5737,31.0435,27.2861,26.2445,35.0239,26.2404,32.3694,33.0953,39.2062,28.0727,32.3038,28.4191,32.3479,27.2325,34.5859,36.8738,32.7360,36.9147,40.3098,21.8652,32.9053,23.4247,32.5547,27.6686,35.8876,25.6963,36.9910,32.9871,30.1701,26.6308,37.1239,26.8314,38.5387,28.4330,31.5224,23.5993,29.4483,25.1935,38.3470,25.4169,35.5648,23.1591,36.3034
48,29.3926,29.4231,32.8674,36.4332,33.1906,30.3509,36.6723,31.7587,29.8818,35.3628,29.4024,34.5819,29.1057,37.2715,31.3801,39.7925,24.1492,31.9244,32.0148,39.0051,31.5627,35.6286,27.5733,37.9863,26.4556,32.8264,26.3093,25.6231,30.1061,28.4628,33.4851,32.8198,36.7491,31.1539,26.2799,28.2680,28.0364,23.6901,22.4239,38.4142,27.7870,35.8481,20.0133,33.1041,27.9481,35.0665,29.0654,36.4965,29.7032,33.9863,25.1067,32.6318,28.7108,34.5800,27.9052,30.4394,39.1102,32.6270,31.0795,26.9883,26.3440,35.3069,26.0539,32.1344,33.3921,39.2501,28.0103,32.5973,28.1760,32.5237,27.0608,34.8319,36.5771,32.6919,36.8287,40.0224,22.1344,33.0377,23.7243,32.5700,27.7512,36.1760,25.6880,37.2909,33.2474,30.0210,26.7153,37.4118,26.7366,38.8233,28.1431,31.5996,23.4130,29.6834,24.9022,38.4187,25.5100,35.2796,23.2238,36.5964
49,29.6608,29.5575,33.0423,36.6770,33.0722,30.0753,36.9625,31.8346,30.1755,35.3018,29.1246,34.6953,29.1763,36.9800,31.3785,40.0925,24.2174,32.2165,32.0282,39.3048,31.8106,35.4598,27.5880,38.2860,26.2857,33.0736,26.0101,25.6449,29.9030,28.6836,33.5015,32.5202,36.9669,30.9475,26.0046,28.1488,27.7665,23.5592,22.6179,38.6430,27.4915,35.7964,19.9244,32.8175,28.0221,35.3572,28.9064,36.7509,29.5236,34.2266,25.2632,32.8877,28.7066,34.8800,27.6248,30.5459,38.8151,32.6813,31.0893,26.6885,26.4203,35.5971,25.8886,31.8841,33.6916,39.2680,27.9226,32.8841,27.9492,32.7200,26.8683,35.0620,36.2776,32.6738,36.7180,39.7436,22.3910,33.1931,24.0214,32.6114,27.8084,36.4705,25.7058,37.5904,33.4937,29.8498,26.8245,37.6912,26.6669,39.1151,27.8475,31.6512,23.2478,29.9338,24.6058,38.4648,25.5778,34.9874,23.3137,36.8826
50,29.9162,29.7148,33.1953,36.9350,32.9303,29.8110,37.2450,31.9355,30.4735,35.2666,28.8578,34.8324,29.2719,36.6956,31.3507,40.3912,24.3108,32.5016,32.0154,39.6045,32.0429,35.2699,27.6288,38.5832,26.1380,33.3347,25.7139,25.6927,29.6813,28.8858,33.4917,32.2204,37.1658,30.7229,25.7200,28.0541,27.4862,23.4523,22.8310,38.8541,27.1926,35.7705,19.8609,32.5243,28.0705,35.6533,28.7257,36.9904,29.3656,34.4817,25.4415,33.1290,28.6762,35.1785,27.3546,30.6764,38.5205,32.7378,31.0730,26.3889,26.4711,35.8928,25.7458,31.6203,33.9914,39.2597,27.8603,33.1776,27.7061,32.8958,26.6564,35.2744,35.9784,32.6529,36.5834,39.4755,22.6602,33.3255,24.3138,32.6786,27.8910,36.7589,25.7497,37.8872,33.7541,29.7006,26.9090,37.9791,26.6229,39.4118,27.5576,31.7284,23.1051,30.1977,24.3065,38.4848,25.6709,34.7022,23.4282,37.1599
51,30.1570,29.8938,33.3252,37.2054,32.7658,29.5601,37.5176,32.0607,30.7672,35.2056,28.5801,34.9458,29.3920,36.4207,31.2970,40.6863,24.4287,32.7775,31.9765,39.9020,32.2578,35.0606,27.6953,38.8757,26.0136,33.6077,25.4231,25.7662,29.4429,29.0679,33.4557,31.9225,37.3444,30.4819,25.4281,27.9845,27.1976,23.3702,23.0618,39.0458,26.8926,35.7709,19.8231,32.2267,28.1445,35.9440,28.5666,37.2447,29.2305,34.7495,25.5980,33.3849,28.6200,35.4732,27.0969,30.8299,38.2268,32.7989,31.0306,26.0919,26.4959,36.1917,25.6265,31.3450,34.2895,39.2253,27.8237,33.4754,27.4486,33.0498,26.4269,35.4676,35.6791,32.6319,36.4259,39.2201,22.9378,33.4393,24.5992,32.7709,27.9481,37.0534,25.8192,38.1790,34.0264,29.5748,26.9681,38.2732,26.6050,39.7113,27.2756,31.8306,22.9860,30.4730,24.0065,38.4787,25.7885,34.4262,23.5664,37.4261
52,30.3813,30.0930,33.4311,37.4861,32.5801,29.3245,37.7783,32.2092,31.0545,35.1192,28.2935,35.0345,29.4877,36.1364,31.2177,40.9757,24.5222,33.0625,31.9119,40.1949,32.4536,34.8333,27.7871,39.1614,25.9134,33.8905,25.1397,25.8648,29.2213,29.2701,33.3940,31.6290,37.5013,30.2262,25.1314,27.9407,26.9030,23.3136,23.3084,39.2167,26.5937,35.7451,19.8114,31.9270,28.1928,36.2401,28.4303,37.5120,29.1192,35.0281,25.7316,33.6535,28.5897,35.7716,26.8536,31.0054,37.9315,32.8518,30.9625,25.7997,26.4945,36.4917,25.5316,31.0604,34.5834,39.1651,27.8132,33.7752,27.1787,33.1807,26.1814,35.6400,35.3795,32.6160,36.2468,38.9795,23.2158,33.5519,24.8916,32.8381,27.9794,37.3517,25.9139,38.4636,34.3086,29.4731,27.0013,38.5713,26.6132,40.0112,27.0035,31.9570,22.8913,30.7577,23.7083,38.4464,25.9297,34.1615,23.7273,37.6793
53,30.5873,30.3111,33.5121,37.7750,32.3746,29.1059,38.0510,32.3343,31.3331,35.0081,28.0003,35.0979,29.6078,35.8615,31.1136,41.2570,24.5904,33.3547,31.8219,40.4811,32.6289,34.5898,27.9034,39.4379,25.8383,34.1810,24.8660,25.9876,29.0182,29.4908,33.3069,31.3419,37.6353,29.9578,24.8319,27.9229,26.6046,23.2829,23.5391,39.4084,26.2982,35.6933,19.8259,31.6273,28.2152,36.5393,28.3179,37.7901,29.0327,35.3153,25.8413,33.9328,28.5335,36.0663,26.5958,31.1589,37.6419,32.9302,30.8693,25.5146,26.5193,36.7907,25.4619,30.7686,34.8709,39.0795,27.8289,34.0748,26.8984,33.2876,25.9218,35.7904,35.0797,32.6262,36.0474,38.7553,23.4960,33.6592,25.1888,32.8795,27.9846,37.6517,26.0331,38.7389,34.5987,29.3965,27.0085,38.8713,26.6476,40.3092,26.7435,32.1066,22.8218,31.0495,23.4083,38.4403,26.0934,33.9101,23.9097,37.9175
