index,C00,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99
244,23.8182,33.4902,32.8244,44.0629,32.9229,40.8155,40.2162,38.5267,30.6084,33.9935,32.3921,37.7448,32.9066,36.8551,38.5052,40.2330,38.4138,30.9158,35.0144,35.6367,34.0132,39.6553,32.5005,32.0664,37.9866,34.9927,34.0150,39.2021,37.8118,37.0998,41.8410,38.8074,35.2721,37.1070,41.3211,38.0388,39.6681,41.2950,37.0824,43.3721,32.5666,38.7300,39.7187,40.0495,34.8848,29.5972,40.4945,30.1457,31.9075,46.2515,34.9099,37.6446,27.8565,29.8310,31.4594,33.0712,30.9425,29.9032,34.6170,40.8086,34.5617,37.0664,35.4758,34.2463,40.2781,31.9442,32.7149,37.8391,33.3112,38.2076,29.1892,29.6700,40.0551,38.3617,32.9806,38.4637,22.1290,34.5910,32.2428,35.3370,37.0452,39.9793,40.1109,36.1544,42.0751,34.5651,36.7749,29.7215,32.0215,30.8477,34.1564,36.5681,33.2953,37.3929,35.0458,39.7423,41.0473,36.6553,26.6723,33.0257
245,24.1146,33.4440,32.8122,43.7632,33.0738,40.5562,40.4082,38.2962,30.4021,34.2113,32.6584,37.6067,32.6150,36.7844,38.7956,40.1576,38.4122,31.2158,34.7490,35.7767,34.0640,39.9510,32.2247,31.9482,37.7061,34.8864,34.3132,39.2346,38.1106,37.1267,42.1177,38.6915,35.5430,37.2359,41.5353,37.8287,39.9673,41.3166,37.3639,43.4760,32.8135,38.5597,40.0115,39.9844,34.6412,29.4221,40.7944,30.1418,32.0100,45.9695,34.8408,37.3527,27.6240,30.0206,31.6026,33.3348,31.0374,30.1878,34.6537,41.1063,34.8408,37.1764,35.7732,34.2065,40.4997,32.1465,32.9785,37.9822,33.2131,38.4911,29.2814,29.3845,40.2150,38.1078,33.0128,38.7620,22.3913,34.4454,32.1596,35.6252,36.8215,39.7794,40.4023,36.0830,42.2184,34.3015,36.7298,30.0181,31.7991,30.6463,34.4287,36.6940,33.5907,37.4452,35.2539,39.5261,40.7606,36.7436,26.6670,33.3256
246,24.4139,33.4237,32.8074,43.4632,33.2014,40.2847,40.6195,38.0833,30.2156,34.4462,32.9117,37.4459,32.3307,36.6885,39.0783,40.0572,38.3844,31.5145,34.4725,35.8930,34.0888,40.2499,31.9398,31.8544,37.4173,34.8051,34.6132,39.2410,38.4106,37.1274,42.3832,38.5519,35.8241,37.3406,41.7303,37.6008,40.2673,41.3122,37.6533,43.5550,33.0744,38.4116,40.2976,39.8941,34.3833,29.2688,41.0936,30.1641,32.1366,45.6976,34.7466,37.0678,27.4090,30.2297,31.7223,33.6098,31.1070,30.4796,34.6643,41.4061,35.1285,37.2616,36.0728,34.1928,40.7028,32.3673,33.2537,38.1018,33.1401,38.7821,29.3982,29.1082,40.3521,37.8410,33.0311,39.0614,22.6653,34.3232,32.1018,35.9196,36.6161,39.5608,40.6864,35.9866,42.3381,34.0265,36.6590,30.3096,31.5951,30.4263,34.6890,36.8432,33.8895,37.4715,35.4799,39.3289,40.4827,36.8566,26.6878,33.6249
247,24.7139,33.4297,32.8287,43.1640,33.3049,40.0031,40.8486,37.8896,30.0502,34.6966,33.1500,37.2636,32.0392,36.6178,39.3512,39.9326,38.3476,31.8123,34.1869,35.9848,34.1396,40.5456,31.6477,31.7859,37.1226,34.7492,34.9125,39.2213,38.7095,37.1020,42.6356,38.3897,36.1133,37.4204,41.9047,37.3567,40.5657,41.2816,37.9485,43.6085,33.3214,38.2412,40.5747,39.7792,34.1130,29.1386,41.3897,30.2123,32.2677,45.4277,34.6775,36.7759,27.2129,30.4568,31.8176,33.8943,31.1510,30.7763,34.6487,41.7057,35.4076,37.3716,36.3726,34.2053,40.8858,32.6050,33.5382,38.1970,33.0927,39.0783,29.5386,28.8431,40.4654,37.5632,33.0233,39.3613,22.9489,34.2253,32.0186,36.2078,36.4082,39.3445,40.9610,35.8658,42.4334,33.7420,36.5631,30.5938,31.4111,30.1894,34.9612,36.9692,34.1895,37.4717,35.7223,39.1521,40.1960,36.9449,26.7347,33.9212
248,25.0122,33.4617,32.8413,42.8643,33.4325,39.7316,41.0937,37.7166,29.9073,34.9604,33.3715,37.0613,31.7426,36.5728,39.6122,39.7846,38.2850,32.1057,33.8943,36.0513,34.2159,40.8357,31.3508,31.7430,36.8241,34.7192,35.2124,39.2277,39.0051,37.0506,42.8728,38.2061,36.4084,37.4747,42.0572,37.0983,40.8603,41.2251,38.2472,43.6361,33.5525,38.0500,40.8408,39.6405,33.8324,29.0325,41.6805,30.2862,32.4089,45.1630,34.5833,36.4911,27.0374,30.7001,31.9373,34.1694,31.1689,31.0758,34.6071,42.0028,35.6761,37.5055,36.6723,34.1915,41.0475,32.8577,33.8299,38.2670,33.0196,39.3693,29.7016,28.5912,40.5541,37.2766,32.9893,39.6594,23.2400,34.1526,31.9105,36.4877,36.2200,39.1109,41.2240,35.7214,42.5035,33.4503,36.4481,30.8709,31.2484,29.9374,35.2435,37.0709,34.4884,37.4980,35.9484,38.9549,39.9027,37.0079,26.8072,34.2123
249,25.3065,33.5196,32.8608,42.5649,33.5833,39.4723,41.3529,37.5656,29.7880,35.2356,33.6098,36.8790,31.4432,36.5537,39.8592,39.6144,38.1971,32.3925,33.5971,36.0921,34.2667,41.1314,31.0512,31.7262,36.5241,34.7153,35.5107,39.2602,39.2951,36.9737,43.0932,38.0025,36.7070,37.5031,42.1866,36.8277,41.1489,41.1431,38.5472,43.6375,33.7662,37.8394,41.0937,39.4792,33.5436,28.9512,41.9637,30.3851,32.5264,44.8870,34.5142,36.1991,26.8838,30.9578,32.0806,34.4330,31.1607,31.3757,34.5398,42.2952,35.9318,37.6622,36.9696,34.1518,41.1865,33.1235,34.1144,38.3621,32.9215,39.6528,29.8859,28.3545,40.6674,36.9989,32.9295,39.9533,23.5362,34.1055,31.8273,36.7759,36.0528,38.8617,41.4734,35.5548,42.5480,33.1536,36.3340,31.1484,31.1083,29.6721,35.5335,37.1477,34.7838,37.5503,36.1564,38.7388,39.6050,37.0450,26.9048,34.4960
250,25.5947,33.6030,32.8823,42.2657,33.7561,39.2270,41.6243,37.4378,29.6931,35.5202,33.8313,36.6767,31.1466,36.5087,40.0906,39.4234,38.0845,32.6706,33.2975,36.1068,34.2916,41.4304,30.7514,31.7356,36.2249,34.7376,35.8049,39.3186,39.5772,36.8718,43.2950,37.7805,37.0070,37.5054,42.2919,36.5468,41.4293,41.0363,38.8462,43.6127,33.9606,37.6110,41.3317,39.2965,33.2489,28.8954,42.2372,30.5084,32.6387,44.6088,34.4709,35.9023,26.7533,31.2279,32.2462,34.6831,31.1786,31.6751,34.4472,42.5805,36.1730,37.8407,37.2624,34.0862,41.3018,33.4005,34.3895,38.4817,32.7990,39.9267,30.0901,28.1348,40.7561,36.7123,32.8443,40.2410,23.8355,34.0843,31.7695,37.0703,35.9081,38.5990,41.7074,35.3670,42.5664,32.8542,36.2028,31.4182,30.9919,29.3956,35.8291,37.1989,35.0735,37.6281,36.3707,38.5288,39.3117,37.1080,27.0267,34.7701
251,25.8745,33.7111,32.9008,41.9662,33.9070,38.9677,41.8836,37.2868,29.6233,35.8120,34.0695,36.4945,30.8551,36.4380,40.3043,39.2129,37.9481,32.9378,32.9977,36.0954,34.2902,41.7304,30.4535,31.7711,35.9250,34.7338,36.0930,39.4024,39.8494,36.7457,43.4767,37.5418,37.3061,37.4815,42.3723,36.2577,41.6992,40.9055,39.1419,43.5620,34.1344,37.3664,41.5527,39.0937,32.9504,28.8655,42.4989,30.6550,32.7264,44.3219,34.4536,35.6028,26.6467,31.5084,32.4330,34.9178,31.2226,31.9719,34.3301,42.8567,36.4288,37.9975,37.5483,33.9954,41.3925,33.6864,34.6740,38.5769,32.6532,40.1888,30.3128,27.9337,40.8195,36.4190,32.7845,40.5350,24.1355,34.0894,31.7376,37.3686,35.7409,38.3499,41.9241,35.1595,42.5587,32.5543,36.0958,31.6984,30.9000,29.1100,36.1280,37.2241,35.3553,37.7309,36.6025,38.3383,39.0250,37.1963,27.1721,35.0326
252,26.1439,33.8432,32.9290,41.6676,34.0346,38.6962,42.1287,37.1138,29.5793,36.1087,34.2910,36.2921,30.5708,36.3421,40.4990,38.9846,37.7890,33.1921,32.7001,36.0579,34.2628,42.0291,30.1536,31.7805,35.6265,34.7038,36.3873,39.4608,40.1111,36.5990,43.6368,37.2881,37.6019,37.4317,42.4273,35.9628,41.9568,40.7517,39.4320,43.4857,34.3289,37.1380,41.7553,38.8725,32.6504,28.8617,42.7469,30.8239,32.8116,44.0343,34.4624,35.3029,26.5650,31.7970,32.6396,35.1354,31.2923,32.2637,34.1894,43.1217,36.6972,38.1314,37.8252,33.8800,41.4579,33.9792,34.9658,38.6469,32.4850,40.4372,30.5521,27.7527,40.8571,36.1214,32.7506,40.8330,24.4338,34.1206,31.7318,37.6685,35.5527,38.1163,42.1219,34.9339,42.5248,32.2562,35.9909,31.9795,30.8333,28.8175,36.4280,37.2232,35.6271,37.8579,36.8500,38.1688,38.7470,37.3093,27.3398,35.2813
253,26.4007,33.9983,32.9832,41.3725,34.1381,38.4146,42.3578,36.9201,29.5612,36.4082,34.4941,36.0713,30.2959,36.2219,40.6730,38.7402,37.6083,33.4316,32.4003,36.0464,34.2094,42.3243,29.8557,31.8159,35.3317,34.6479,36.6855,39.4933,40.3846,36.4757,43.7743,37.0215,37.8922,37.3562,42.4563,35.6642,42.1999,40.5760,39.7144,43.3845,34.5425,36.9274,41.9379,38.6344,32.3512,28.8841,42.9792,31.0137,32.8775,43.7416,34.4974,35.0050,26.5088,32.0917,32.8644,35.3341,31.3871,32.5483,34.0261,43.3734,36.9530,38.2881,38.1111,33.7892,41.4976,34.2766,35.2503,38.7420,32.2958,40.6701,30.8062,27.5933,40.9204,35.8282,32.7427,41.1329,24.7284,34.1776,31.7521,37.9678,35.3856,37.8671,42.2992,34.6920,42.4651,31.9622,35.9109,32.2687,30.7924,28.5203,36.7268,37.1961,35.9090,37.9606,37.1113,38.0215,38.4603,37.3976,27.5285,35.5145
254,26.6543,34.1586,33.0628,41.0833,34.2657,38.1431,42.5691,36.7072,29.5172,36.7049,34.6771,35.8336,30.0326,36.0781,40.8250,38.4816,37.4074,33.6544,32.1006,36.0611,34.1305,42.6137,29.5621,31.8772,35.0430,34.5665,36.9854,39.4997,40.6678,36.3767,43.8880,36.7438,38.1749,37.2557,42.5112,35.3693,42.4268,40.3797,39.9869,43.2589,34.7737,36.7362,42.0989,38.3813,32.0552,28.9325,43.1941,31.2230,32.9688,43.4558,34.5062,34.7051,26.4785,32.3902,33.1056,35.5125,31.5064,32.8236,33.8415,43.6099,37.1942,38.4666,38.4039,33.7237,41.5113,34.5763,35.5254,38.8616,32.0871,40.8856,31.0455,27.4124,41.0091,35.5416,32.7088,41.4310,25.0168,34.2601,31.7985,38.2642,35.2110,37.6232,42.4970,34.4664,42.3800,31.6745,35.8564,32.5637,30.7257,28.2278,37.0221,37.1431,36.1987,38.0385,37.3845,37.8975,38.1824,37.5106,27.7368,35.7304
255,26.9208,34.2962,33.1674,40.8021,34.4165,37.8838,42.7611,36.4767,29.4474,36.9967,34.8387,35.5808,29.7829,35.9119,40.9539,38.2107,37.1878,33.8588,31.8009,36.0497,34.0266,42.8952,29.2749,31.9639,34.7624,34.4603,37.2848,39.4800,40.9586,36.3028,43.9770,36.4574,38.4478,37.1310,42.5916,35.0803,42.6358,40.1645,40.2474,43.1102,34.9873,36.5256,42.2373,38.1151,31.7644,29.0065,43.4264,31.4129,33.0347,43.1632,34.4889,34.4056,26.4743,32.6901,33.3614,35.6691,31.6492,33.0874,33.6782,43.8615,37.4188,38.6654,38.7012,33.6839,41.4987,34.8760,35.8099,38.9568,31.8604,41.0820,31.2681,27.2113,41.1224,35.2638,32.7009,41.7309,25.2969,34.3675,31.8705,38.5554,35.0158,37.3953,42.6951,34.2411,42.2701,31.3954,35.8279,32.8623,30.6338,27.9422,37.3116,37.0646,36.4941,38.0907,37.6674,37.7977,37.9154,37.6473,27.9632,35.9272
256,27.1762,34.4537,33.2762,40.5225,34.5441,37.6123,42.9322,36.2303,29.4034,37.2934,34.9776,35.3149,29.5485,35.7246,41.0587,37.9296,36.9869,34.0816,31.5032,36.0122,33.8986,43.1665,28.9963,32.0753,34.4922,34.3300,37.5847,39.4864,41.2418,36.2038,44.0408,36.1642,38.7087,36.9830,42.6969,34.7994,42.8252,39.9318,40.4939,42.9393,35.2185,36.3344,42.3520,37.8379,31.4813,29.1056,43.6412,31.6222,33.0750,42.8659,34.4455,34.1087,26.4963,32.9893,33.6299,35.8029,31.8145,33.3378,33.5375,44.1265,37.6253,38.8830,38.9940,33.6183,41.5123,35.1757,36.1016,39.0267,31.6174,41.2580,31.4724,26.9915,41.2111,34.9772,32.7193,42.0304,25.5772,34.4744,31.9677,38.8393,34.8412,37.1514,42.8727,33.9993,42.1364,31.1268,35.8255,33.1623,30.5174,27.6658,37.5932,36.9611,36.7930,38.1171,37.9580,37.7231,37.6613,37.8068,28.2059,36.1036
257,27.4443,34.5884,33.3841,40.2426,34.6476,37.3307,43.0813,35.9699,29.3854,37.5929,35.1392,35.0621,29.3314,35.5176,41.1386,37.6405,36.8062,34.3211,31.2100,35.9488,33.7948,43.4480,28.7285,32.2105,34.2116,34.2238,37.8829,39.5189,41.5153,36.0805,44.0788,35.8666,38.9557,36.8127,42.8263,34.5287,42.9936,39.6835,40.7246,42.7475,35.4321,36.1237,42.4421,37.5518,31.2078,29.2289,43.8370,31.8495,33.0891,42.5662,34.3834,33.8153,26.5443,33.2855,33.9091,35.9128,32.0009,33.5728,33.3742,44.3782,37.8500,39.0818,39.2799,33.5275,41.5520,35.4731,36.3984,39.0711,31.3600,41.4121,31.6950,26.7904,41.2745,34.6840,32.7114,42.3303,25.8577,34.5809,32.0892,39.1136,34.6886,36.8931,43.0286,33.7430,41.9797,30.8710,35.8492,33.4614,30.4255,27.3802,37.8647,36.8335,37.0884,38.1694,38.2539,37.6740,37.4221,37.9879,28.4630,36.2582
258,27.7231,34.6991,33.4919,39.9626,34.7753,37.0592,43.2070,35.6975,29.3935,37.8928,35.3222,34.8244,29.1331,35.2925,41.1930,37.3454,36.6470,34.5754,30.9234,35.8602,33.7159,43.7374,28.4735,32.3685,33.9229,34.1424,38.1772,39.5773,41.7985,35.9815,44.0907,35.5669,39.1870,36.6216,42.9788,34.2703,43.1397,39.4215,40.9378,42.5364,35.6633,35.9325,42.5069,37.2588,30.9461,29.3756,44.0123,32.0930,33.1293,42.2689,34.3470,33.5175,26.6179,33.5763,34.1968,35.9979,32.2071,33.7907,33.1896,44.6146,38.0911,39.2603,39.5727,33.4620,41.6175,35.7658,36.6978,39.0893,31.0901,41.5431,31.9343,26.6095,41.3121,34.3864,32.6775,42.6283,26.1437,34.6715,32.2341,39.3762,34.5590,36.6225,43.1616,33.4741,41.8014,30.6298,35.8989,33.7572,30.3588,27.0877,38.1240,36.6827,37.3781,38.2472,38.5530,37.6509,37.1680,38.1474,28.7326,36.3898
259,28.0105,34.7852,33.6022,39.6836,34.9261,36.7999,43.3086,35.4152,29.4278,38.1908,35.5252,34.6036,28.9553,35.0509,41.2215,37.0468,36.5106,34.8426,30.6456,35.7469,33.6625,44.0326,28.2333,32.5482,33.6281,34.0865,38.4652,39.6611,42.0892,35.9075,44.1286,35.2693,39.4007,36.4111,43.1533,34.0263,43.2624,39.1477,41.1317,42.3075,35.9103,35.7622,42.5459,36.9614,30.6982,29.5446,44.1657,32.3508,33.1953,41.9762,34.3368,33.2176,26.7165,33.8596,34.4908,36.0576,32.4316,33.9898,32.9851,44.8341,38.3469,39.4171,39.8700,33.4222,41.6572,36.0632,36.9977,39.0814,30.8099,41.6502,32.1884,26.4501,41.3236,34.0866,32.6177,42.9223,26.4292,34.7635,32.4014,39.6253,34.4535,36.3417,43.2706,33.1946,41.6027,30.4050,35.9742,34.0476,30.3179,26.7905,38.3693,36.5099,37.6600,38.3500,38.8490,37.6018,36.9010,38.2841,29.0126,36.4974
260,28.2893,34.8959,33.7169,39.4064,35.0989,36.5547,43.3851,35.1252,29.4879,38.4847,35.7467,34.4012,28.7991,34.7947,41.2238,36.7468,36.3981,35.1206,30.3787,35.6098,33.6350,44.3314,28.0096,32.7481,33.3394,34.0051,38.7449,39.7697,42.3733,35.8113,44.1924,34.9761,39.5953,36.1828,43.3483,33.7983,43.3608,38.8643,41.3049,42.0625,36.1711,35.6141,42.5589,36.6617,30.4660,29.7345,44.2960,32.6211,33.2865,41.6905,34.3527,32.9181,26.8395,34.1333,34.7889,36.0915,32.6725,34.1685,32.7623,45.0350,38.6154,39.5509,40.1697,33.4085,41.6708,36.3629,37.2971,39.0997,30.5214,41.7324,32.4555,26.3135,41.3089,33.7869,32.5837,43.2204,26.7057,34.8800,32.5898,39.8588,34.3240,36.0711,43.3549,32.9067,41.3851,30.1984,36.0746,34.3303,30.3031,26.4909,38.5985,36.3163,37.9497,38.4278,39.1396,37.5272,36.6231,38.3971,29.3010,36.5801
261,28.5574,35.0305,33.8069,39.1202,35.2925,36.3255,43.4361,34.8295,29.5734,38.7723,35.9498,34.1804,28.6659,34.5259,41.2000,36.4477,36.3101,35.4075,30.1248,35.4500,33.6337,44.6314,27.8042,32.9668,33.0588,33.8989,39.0140,39.9023,42.6480,35.6906,44.2814,34.6897,39.7692,35.9383,43.5624,33.5882,43.4341,38.5734,41.4561,41.8034,36.4439,35.4892,42.5979,36.3642,30.2512,29.9440,44.4493,32.8789,33.4023,41.4137,34.3946,32.6210,26.9858,34.3951,35.0888,36.0992,32.8969,34.3676,32.5228,45.2156,38.8945,39.6609,40.4695,33.4209,41.6582,36.6626,37.5938,39.1440,30.2268,41.7892,32.7335,26.2006,41.2681,33.4897,32.5759,43.5203,26.9709,35.0202,32.7978,40.0750,34.1713,35.8128,43.4137,32.6125,41.1504,30.0116,36.1992,34.6032,30.3144,26.1911,38.8100,36.1036,38.2451,38.4801,39.4225,37.4274,36.3364,38.4854,29.5954,36.6375
262,28.8127,35.1880,33.8920,38.8326,35.5053,36.1140,43.4611,34.5306,29.6836,39.0513,36.1328,33.9426,28.5566,34.2465,41.1502,36.1519,36.1976,35.6855,29.8858,35.2687,33.6585,44.9303,27.6186,33.2025,32.7886,33.7686,39.2706,40.0578,42.9111,35.5465,44.3951,34.4120,39.9638,35.7100,43.7941,33.3976,43.4818,38.2773,41.5842,41.5321,36.7266,35.3886,42.6627,36.0713,30.0555,30.1714,44.5796,33.1491,33.5418,41.1481,34.4623,32.3288,27.1545,34.6433,35.3882,36.0808,33.1032,34.5855,32.2684,45.3747,39.1821,39.7461,40.7691,33.4072,41.6485,36.9625,37.8856,39.2140,29.9284,41.8201,33.0202,26.1125,41.2535,33.1901,32.5942,43.8197,27.2229,35.1830,33.0238,40.2722,33.9967,35.5689,43.4467,32.3143,40.9003,29.8459,36.3471,34.8642,30.3518,25.8934,39.0021,35.8732,38.5439,38.5064,39.6957,37.3034,36.0431,38.5484,29.8938,36.6689
263,29.0533,35.3672,33.9774,38.5450,35.7357,35.9219,43.4600,34.2306,29.8177,39.3197,36.2943,33.6899,28.4721,33.9587,41.0748,35.8615,36.1097,35.9724,29.6635,35.0672,33.7093,45.2260,27.4543,33.4535,32.5307,33.6153,39.5126,40.2351,43.1607,35.3800,44.5326,34.1454,40.1775,35.4995,44.0083,33.1875,43.5035,37.9780,41.6881,41.2507,37.0169,35.3130,42.7018,35.7739,29.8804,30.4149,44.7330,33.4070,33.7039,40.8956,34.5552,32.0435,27.3441,34.8758,35.6881,36.0886,33.2896,34.8205,32.0012,45.5110,39.4761,39.8060,41.0689,33.4197,41.6649,37.2620,38.1701,39.3092,29.6284,41.8248,33.3135,26.0496,41.2649,32.8903,32.6385,44.1164,27.4598,35.3671,33.2662,40.4490,33.8441,35.3106,43.4535,32.0144,40.6367,29.7027,36.5172,35.1114,30.4150,25.6001,39.1734,35.6269,38.8439,38.5066,39.9570,37.1561,35.7454,38.5856,30.1937,36.6742
264,29.2775,35.5666,34.0374,38.2510,35.9485,35.7104,43.4327,33.9318,29.9747,39.5753,36.4773,33.4522,28.4129,33.6646,41.0250,35.5657,36.0471,36.2658,29.4597,34.8472,33.7857,45.5161,27.3125,33.7179,32.2872,33.4401,39.7382,40.4327,43.3947,35.1923,44.6928,33.8917,40.3721,35.2711,44.2033,32.9596,43.4990,37.6781,41.7671,40.9613,37.3127,35.2630,42.7147,35.4741,29.7271,30.6728,44.9083,33.6504,33.8873,40.6583,34.6726,31.7674,27.5532,35.0908,35.9862,36.1224,33.4549,35.0709,31.7231,45.6236,39.7742,39.8400,41.3664,33.4582,41.6551,37.5619,38.4618,39.3791,29.3292,41.8034,33.6113,26.0125,41.3025,32.5927,32.7086,44.4081,27.6797,35.5711,33.5230,40.6040,33.7145,35.0400,43.4342,31.7150,40.3616,29.5830,36.7082,35.3427,30.5035,25.3135,39.3226,35.3666,39.1428,38.4806,40.2045,36.9866,35.4456,38.5966,30.4930,36.6534
265,29.4833,35.7848,34.0715,37.9530,36.1420,35.4812,43.3795,33.6366,30.1534,39.8163,36.6804,33.2313,28.3797,33.3664,41.0012,35.2666,36.0103,36.5635,29.2757,34.6102,33.8870,45.7985,27.1943,33.9936,32.0293,33.2867,39.9458,40.6494,43.6443,35.0258,44.8302,33.6251,40.5460,35.0267,44.3777,32.7155,43.4684,37.3796,41.8206,40.6661,37.6098,35.2218,42.7015,35.1744,29.5969,30.9431,45.1041,33.8777,34.0908,40.4378,34.8136,31.5026,27.7803,35.2869,36.2802,36.1821,33.5977,35.3347,31.4362,45.7114,40.0741,39.8478,41.6594,33.5225,41.6193,37.8597,38.7585,39.4234,29.0330,41.7560,33.9111,26.0016,41.3140,32.2929,32.8038,44.6926,27.8810,35.7936,33.7654,40.7808,33.6090,34.7592,43.3889,31.4185,40.0772,29.4877,36.9186,35.5566,30.6167,25.0357,39.4486,35.0943,39.4383,38.4287,40.4363,36.7961,35.1460,38.5816,30.7904,36.6137
266,29.7074,35.9843,34.0796,37.6531,36.3149,35.2360,43.3008,33.3471,30.3524,40.0408,36.9019,33.0290,28.3725,33.0665,41.0036,34.9666,35.9477,36.8569,29.1132,34.3580,34.0126,46.0709,27.1005,34.2786,31.7858,33.1115,40.1337,40.8832,43.9074,34.8817,44.9439,33.3474,40.6979,34.7680,44.5302,32.4571,43.4120,37.0850,41.8482,40.3674,37.9023,35.1549,42.6622,34.8770,29.4908,31.2237,45.3189,34.0871,34.2963,40.2193,34.9772,31.2512,28.0236,35.4623,36.5678,36.2673,33.7170,35.6100,31.1428,45.7739,40.3735,39.8295,41.9457,33.6121,41.5576,38.1533,39.0579,39.4417,28.7420,41.6830,34.2107,26.0168,41.2993,31.9932,32.9234,44.9677,28.0621,36.0327,33.9914,40.9780,33.5284,34.4702,43.3179,31.1270,39.7855,29.4175,37.1468,35.7512,30.7536,24.7687,39.5503,34.8121,39.7281,38.3513,40.6506,36.5861,34.8488,38.5404,31.0860,36.5628
267,29.9481,36.1634,34.0832,37.3531,36.4657,34.9766,43.1971,33.0656,30.5702,40.2471,37.1402,32.8467,28.3915,32.7671,41.0320,34.6680,35.8598,37.1437,28.9732,34.0927,34.1615,46.3314,27.0320,34.5706,31.5585,32.9157,40.3005,41.1326,44.1569,34.7152,45.0330,33.0610,40.8268,34.4971,44.6596,32.1865,43.3300,36.7964,41.8496,40.0674,38.1878,35.0628,42.5972,34.5841,29.4095,31.5125,45.5147,34.3144,34.4821,39.9837,35.1621,31.0149,28.2813,35.6160,36.8618,36.3270,33.8598,35.8738,30.8451,45.8106,40.6702,39.7852,42.2231,33.7264,41.4706,38.4404,39.3578,39.4338,28.4585,41.5849,34.5078,26.0581,41.2586,31.6960,33.0666,45.2314,28.2217,36.2867,34.1994,41.1942,33.4733,34.1753,43.2218,30.8428,39.4888,29.3731,37.3912,35.9253,30.9133,24.5148,39.6271,34.5221,40.0101,38.2488,40.8457,36.3583,34.5563,38.4736,31.3800,36.5029
268,30.2034,36.3209,34.0881,37.0532,36.6385,34.7314,43.0693,32.7942,30.8052,40.4336,37.3934,32.6859,28.4366,32.4705,41.0864,34.3730,35.7472,37.4218,28.8569,33.8161,34.3325,46.5779,26.9891,34.8676,31.3491,32.7009,40.4449,41.3956,44.3910,34.5276,45.1467,32.7833,40.9315,34.2159,44.7649,31.9056,43.2232,36.5161,41.8248,39.7684,38.4642,34.9461,42.5579,34.2867,29.3537,31.8072,45.6900,34.5579,34.6876,39.7652,35.3668,30.7956,28.5514,35.7465,37.1495,36.4121,34.0250,36.1242,30.5453,45.8212,40.9619,39.7152,42.5094,33.8160,41.3589,38.7188,39.6559,39.3998,28.1846,41.4624,34.8002,26.1251,41.1921,31.4035,33.2322,45.4815,28.3586,36.5537,34.4255,41.3915,33.4441,33.8768,43.1012,30.5681,39.1894,29.3547,37.6498,36.0774,31.0945,24.2757,39.6783,34.2265,40.2821,38.1222,41.0203,36.1143,34.2708,38.3814,31.6676,36.4175
269,30.4715,36.4555,34.1192,36.7548,36.8321,34.5022,42.9183,32.5349,31.0555,40.5989,37.6598,32.5478,28.5073,32.1790,41.1663,34.0838,35.6108,37.6890,28.7651,33.5305,34.5243,46.8085,26.9723,35.1671,31.1593,32.4686,40.5658,41.6701,44.6079,34.3202,45.2841,32.5167,41.0113,33.9268,44.8453,31.6166,43.0924,36.2461,41.8262,39.4684,38.7497,34.8540,42.4928,33.9939,29.3238,32.1057,45.8434,34.8157,34.8996,39.5529,35.5899,30.5950,28.8319,35.8531,37.4287,36.5220,34.2115,36.3592,30.2457,45.8056,41.2464,39.6200,42.8025,33.8803,41.2233,38.9864,39.9499,39.3400,27.9225,41.3165,35.0857,26.2173,41.1004,31.1178,33.4189,45.7163,28.4717,36.8316,34.6678,41.5683,33.4410,33.5768,42.9572,30.3049,38.8895,29.3624,37.9206,36.2063,31.2959,24.0533,39.7035,33.9276,40.5420,37.9724,41.1730,35.8561,33.9944,38.2648,31.9467,36.3074
270,30.7503,36.5663,34.1241,36.4548,37.0448,34.2907,42.7454,32.2898,31.3193,40.7418,37.9371,32.4335,28.5523,31.8824,41.2711,33.8027,35.4983,37.9671,28.6986,33.2380,34.7355,47.0216,26.9817,35.4669,30.9904,32.2207,40.6624,41.9541,44.8058,34.0948,45.3978,32.2391,41.0657,33.6317,44.9003,31.3216,42.9385,35.9885,41.8538,39.1697,39.0421,34.7871,42.4025,33.7078,29.3200,32.4057,45.9737,35.0859,35.0922,39.3229,35.8296,30.4146,29.1205,35.9347,37.6972,36.6557,34.4177,36.5771,29.9486,45.7640,41.5382,39.5500,43.1000,33.9188,41.0649,39.2412,40.2375,39.2547,27.6740,41.1484,35.3620,26.3341,40.9841,30.8413,33.6254,45.9339,28.6085,37.0985,34.9247,41.7233,33.4641,33.2777,42.7908,30.0553,38.5914,29.3963,38.2017,36.3112,31.5159,23.8493,39.7026,33.6276,40.7878,37.8005,41.3025,35.5855,33.7293,38.1245,32.2151,36.1734
